Person_ID,Name,Age,Gender,Marital_Status,Num_of_Children,Family_Support_Score,Living_With_Family,Education_Level,Job_Role,Experience_Years,Monthly_Salary,Monthly_Expenses,Savings_Per_Month,Has_Loans,Monthly_EMI,UPI_Transactions_Per_Month,UPI_Total_Amount_Per_Month,UPI_Received_Amount_Per_Month,UPI_Transfer_Purpose_Major,Financial_Stress_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Physical_Health_Score,Mental_Health_Score,Sleep_Hours_Per_Day,Exercise_Per_Week,Stress_Level,Friends_Support_Score,Social_Activity_Frequency,Is_Happy,Happiness_Score
12454,Person_153,32,Male,Married,4,3,Yes,Master,Teacher,32,87765,57139,23957,No,17771,182,178321,83828,Travel,3,9,4,8,9,4,1,3,3,Low,No,5
12455,Person_154,70,Other,Widowed,1,9,No,Master,Engineer,6,5067,9782,12404,Yes,4274,178,101584,65308,Rent,4,2,6,2,5,9,4,1,1,High,No,2
12456,Person_155,51,Other,Divorced,3,8,No,PhD,Teacher,7,60673,11254,1578,No,2285,85,46365,83969,Travel,7,9,3,1,4,8,1,6,9,High,Yes,4
12457,Person_156,58,Other,Single,3,1,No,Master,Teacher,36,18743,21395,17263,No,19590,132,50185,14568,Rent,5,3,3,4,4,6,2,3,10,Medium,Yes,1
12458,Person_157,68,Female,Widowed,1,7,No,Master,Engineer,9,19167,20374,18546,Yes,19308,94,133858,9466,Rent,3,6,3,4,9,8,2,1,1,Medium,Yes,2
12459,Person_158,51,Female,Married,1,9,No,Master,Sales,14,35040,12886,14106,Yes,7045,12,126525,91057,Travel,1,4,10,9,8,8,3,6,3,Low,No,4
12460,Person_159,23,Other,Divorced,2,8,No,Master,Manager,37,19623,9592,26148,Yes,24855,27,132692,57324,Bills,7,1,2,3,10,9,5,5,6,Low,No,6
12461,Person_160,49,Other,Married,3,8,Yes,Bachelor,Engineer,14,83038,74332,9840,No,29714,83,36303,15467,Shopping,6,9,8,4,10,10,0,8,6,Low,No,4
12462,Person_161,56,Other,Single,3,6,No,Master,Doctor,4,86292,87916,24098,Yes,1618,61,19589,97555,Food,10,6,9,3,7,7,0,2,10,Medium,Yes,4
12463,Person_162,42,Female,Divorced,2,4,No,PhD,Sales,28,5198,88152,12931,No,10979,92,2882,75955,Shopping,7,8,8,2,3,7,4,8,4,High,Yes,10
12464,Person_163,58,Other,Single,0,8,No,PhD,Sales,18,29690,7838,1359,Yes,8562,86,193320,52948,Food,2,2,10,4,4,7,3,5,2,Low,No,10
12465,Person_164,64,Other,Single,2,3,No,PhD,Doctor,9,60129,47018,20815,Yes,22280,23,180394,16676,Food,4,7,3,8,9,7,0,8,10,High,Yes,2
12466,Person_165,34,Male,Widowed,4,9,Yes,High School,Manager,11,74410,63625,24532,No,27759,97,129236,94791,Shopping,2,6,7,1,8,9,5,10,6,Medium,No,9
12467,Person_166,62,Male,Married,3,2,Yes,Bachelor,Sales,3,55728,15759,27545,Yes,12026,6,155596,31514,Rent,8,2,10,8,1,6,2,4,10,Medium,No,10
12468,Person_167,48,Female,Divorced,1,2,No,Master,Teacher,30,36455,78118,20344,Yes,7843,165,9745,22650,Travel,7,2,2,8,3,5,3,4,5,Medium,Yes,8
12469,Person_168,55,Other,Single,4,7,Yes,High School,Manager,17,5806,86789,20195,No,9895,36,15861,88290,Bills,1,4,4,3,10,4,1,10,6,Medium,No,8
12470,Person_169,32,Other,Single,3,10,Yes,Master,Doctor,15,47228,35287,4242,No,26844,67,91707,77701,Bills,2,4,6,10,2,10,6,4,7,High,Yes,5
12471,Person_170,51,Male,Divorced,2,4,No,High School,Manager,39,39141,36742,20601,No,23447,169,54261,10683,Bills,2,3,5,10,2,10,6,6,9,High,Yes,3
12472,Person_171,26,Female,Single,4,10,No,High School,Engineer,35,8133,24129,16464,Yes,24879,85,133909,98092,Shopping,4,8,9,6,8,7,3,4,7,Low,No,6
12473,Person_172,70,Male,Widowed,3,8,No,PhD,Manager,24,8232,70107,19116,Yes,11966,132,74135,59819,Shopping,3,7,10,4,6,7,3,9,4,High,No,9
12474,Person_173,41,Male,Widowed,0,9,No,PhD,Teacher,22,24084,2201,24217,Yes,17732,191,54380,80978,Rent,1,2,4,1,6,4,5,9,10,High,Yes,8
12475,Person_174,47,Male,Widowed,0,7,No,High School,Engineer,11,29835,61532,2709,Yes,21940,177,86089,4860,Bills,2,3,5,1,4,7,5,3,5,High,No,7
12476,Person_175,21,Male,Widowed,1,5,Yes,PhD,Artist,33,36849,85400,18806,Yes,5289,86,105025,3729,Rent,9,10,4,5,1,5,0,7,6,Low,Yes,8
12477,Person_176,61,Other,Single,3,8,No,High School,Doctor,35,68332,11350,20025,No,18806,14,180903,31351,Bills,1,9,8,8,7,10,6,5,9,High,No,4
12478,Person_177,64,Other,Divorced,0,4,No,Bachelor,Doctor,36,56331,34082,12791,Yes,20012,122,169327,62744,Shopping,9,5,8,1,8,8,4,9,5,High,Yes,6
12479,Person_178,25,Male,Divorced,2,2,No,PhD,Manager,2,99184,66405,17051,No,18812,106,160592,24346,Travel,7,2,3,2,2,4,4,2,5,High,Yes,5
12480,Person_179,47,Female,Divorced,3,6,Yes,PhD,Sales,8,25998,12060,18880,Yes,3033,180,160613,74155,Travel,2,3,1,7,2,10,5,3,7,Medium,No,2
12481,Person_180,47,Female,Divorced,2,9,No,PhD,Engineer,17,35517,85288,3499,No,22541,152,196844,76700,Travel,2,8,6,8,1,6,0,10,2,High,No,8
12482,Person_181,63,Female,Married,2,1,No,Bachelor,Artist,34,99254,44489,11690,Yes,8860,88,158422,6955,Travel,5,4,2,3,4,10,0,5,3,Low,Yes,3
12483,Person_182,63,Female,Divorced,0,10,No,High School,Engineer,33,98654,77519,26020,Yes,25075,124,44397,65642,Food,5,2,2,8,6,4,0,5,2,Low,Yes,5
12484,Person_183,39,Male,Married,3,7,Yes,Master,Doctor,13,95261,35776,25921,No,7813,112,77085,70290,Bills,4,2,3,1,5,5,5,10,10,Low,Yes,8
12485,Person_184,49,Other,Married,4,10,No,PhD,Engineer,3,23816,57659,8080,Yes,17798,136,63865,44293,Travel,10,6,8,9,4,9,4,7,10,Low,Yes,9
12486,Person_185,30,Female,Widowed,0,9,No,High School,Artist,28,36911,46545,23207,No,13860,165,55956,61336,Food,10,8,3,2,4,6,0,8,2,Medium,No,9
12487,Person_186,47,Male,Married,0,10,No,Bachelor,Sales,14,17053,83156,1189,Yes,23092,149,158525,21662,Food,3,7,7,2,10,8,5,8,3,Low,No,5
12488,Person_187,44,Female,Single,3,9,Yes,Master,Manager,27,75771,29382,13908,Yes,25105,106,193417,6408,Food,4,4,10,4,7,7,1,1,6,Medium,No,2
12489,Person_188,58,Female,Married,3,10,No,PhD,Teacher,15,9762,49578,22988,No,14294,86,100727,40403,Rent,10,2,10,10,7,4,1,1,5,Medium,Yes,7
12490,Person_189,52,Male,Widowed,2,3,No,Bachelor,Engineer,11,69003,42738,25034,Yes,23019,176,143978,1225,Rent,4,9,9,3,2,6,2,3,5,Medium,No,7
12491,Person_190,20,Other,Married,3,5,No,Bachelor,Teacher,4,42626,11765,25788,No,3621,67,14988,12196,Food,2,4,8,4,7,4,1,1,2,Low,Yes,8
12492,Person_191,46,Other,Single,2,8,Yes,Master,Doctor,33,52137,25767,12751,Yes,28032,14,158795,69786,Travel,5,9,1,6,2,8,3,1,2,Low,Yes,8
12493,Person_192,32,Male,Single,0,8,No,High School,Manager,0,74787,50991,25487,Yes,21699,64,33800,15372,Bills,5,5,7,7,4,4,2,10,1,Medium,No,5
12494,Person_193,60,Other,Single,1,4,No,PhD,Manager,38,463,34337,14714,Yes,17138,53,170179,17279,Shopping,5,7,7,5,1,10,1,8,3,Medium,No,1
12495,Person_194,22,Male,Widowed,4,1,No,PhD,Engineer,31,75442,40105,1025,Yes,2347,157,158502,95729,Rent,10,5,8,2,5,10,3,1,7,Low,Yes,4
12496,Person_195,58,Male,Widowed,0,1,Yes,High School,Sales,25,87372,4949,24169,Yes,29486,92,163607,54240,Travel,1,2,10,3,1,6,1,9,5,High,Yes,4
12497,Person_196,25,Male,Divorced,3,4,Yes,High School,Manager,16,10986,48830,26987,Yes,14882,19,199548,92404,Travel,6,6,5,10,4,5,5,2,7,High,No,3
12498,Person_197,27,Other,Widowed,4,6,No,High School,Engineer,26,99132,13882,71,Yes,17110,32,87329,38187,Shopping,2,7,10,3,9,9,6,9,9,High,Yes,8
12499,Person_198,46,Male,Single,1,8,Yes,Master,Engineer,23,70414,29995,5546,No,29402,99,52284,48481,Shopping,7,6,9,5,8,6,3,7,6,Low,No,3
12500,Person_199,28,Female,Single,1,6,Yes,Master,Teacher,34,81942,55288,2685,Yes,4923,76,56232,28475,Travel,4,3,9,5,6,4,0,9,2,Low,No,5
12501,Person_200,56,Other,Widowed,2,9,Yes,PhD,Manager,38,97180,3263,9385,Yes,19033,134,44420,44552,Shopping,5,10,8,4,8,8,5,3,1,Medium,Yes,2
12502,Person_201,52,Other,Married,4,9,No,Master,Engineer,25,77717,31634,23756,Yes,26622,135,37710,67969,Travel,5,8,6,8,5,10,6,1,1,Low,Yes,6
12503,Person_202,70,Other,Widowed,2,2,No,Bachelor,Teacher,37,89657,37584,18232,No,15611,155,92035,76534,Shopping,5,3,6,6,7,7,3,1,10,Low,Yes,6
12504,Person_203,61,Other,Widowed,0,10,Yes,PhD,Artist,22,33698,22963,10576,No,15367,172,171570,96669,Shopping,2,5,1,6,8,7,5,10,9,Low,Yes,8
12505,Person_204,63,Female,Single,4,1,Yes,Master,Teacher,21,86850,39470,2022,Yes,19199,106,31283,99605,Travel,5,9,6,1,7,8,0,6,6,Medium,Yes,8
12506,Person_205,43,Other,Divorced,0,2,Yes,High School,Teacher,3,93799,85858,15831,Yes,9066,119,197241,6858,Food,3,5,4,6,4,4,3,7,6,Medium,No,1
12507,Person_206,34,Other,Single,2,5,No,Bachelor,Engineer,8,96526,15780,22722,Yes,3279,73,193529,74486,Travel,4,7,4,3,5,9,3,9,4,High,No,5
12508,Person_207,51,Male,Divorced,4,4,No,High School,Doctor,3,2027,76580,20125,No,19368,10,25968,74474,Bills,2,7,2,6,10,8,6,6,2,High,No,2
12509,Person_208,51,Other,Single,2,4,Yes,PhD,Doctor,6,7967,34212,29683,Yes,26754,30,62508,25168,Shopping,4,5,4,10,6,4,5,5,10,Low,No,10
12510,Person_209,43,Female,Widowed,4,9,Yes,High School,Sales,22,4802,22558,12940,No,3807,11,194292,32099,Rent,9,2,5,6,6,6,1,2,3,Low,Yes,5
12511,Person_210,60,Female,Single,2,8,Yes,Master,Doctor,1,55992,53637,17682,Yes,24260,123,113435,71180,Shopping,8,5,5,2,9,9,3,2,3,Medium,No,10
12512,Person_211,68,Female,Single,1,6,Yes,Master,Teacher,23,13247,60,4102,No,22483,77,85366,61455,Bills,3,7,5,1,10,5,1,8,8,High,Yes,9
12513,Person_212,68,Female,Single,2,1,No,PhD,Sales,39,51596,88702,17288,No,13965,178,5738,54240,Rent,1,7,4,3,2,4,3,1,6,High,Yes,4
12514,Person_213,31,Other,Widowed,1,2,Yes,High School,Engineer,30,81797,32878,3026,Yes,16123,171,3098,74796,Rent,1,4,1,5,6,7,4,8,7,High,Yes,8
12515,Person_214,58,Other,Widowed,2,6,No,PhD,Manager,30,19262,80725,26604,Yes,16991,95,95424,54592,Travel,6,1,10,4,3,7,2,10,9,Low,Yes,1
12516,Person_215,21,Female,Widowed,4,2,Yes,High School,Teacher,39,10717,66210,6709,Yes,22553,49,78672,47458,Food,3,6,8,7,2,10,1,7,1,Low,Yes,8
12517,Person_216,22,Female,Widowed,4,10,Yes,Bachelor,Teacher,33,34216,78204,21095,Yes,24174,116,38244,58046,Travel,4,3,3,4,6,9,1,7,2,Low,No,6
12518,Person_217,68,Other,Divorced,4,5,Yes,Master,Sales,23,94286,25323,24405,Yes,21957,16,139325,16488,Rent,1,5,2,8,4,5,6,5,9,Medium,Yes,8
12519,Person_218,56,Female,Divorced,3,5,Yes,PhD,Engineer,25,3553,33739,5969,Yes,634,162,54333,58841,Rent,8,4,9,7,5,4,0,3,5,High,Yes,6
12520,Person_219,68,Male,Married,0,6,Yes,Bachelor,Artist,15,44145,82232,2620,Yes,29881,128,125349,395,Food,1,2,7,10,5,5,4,7,4,Medium,No,3
12521,Person_220,36,Female,Widowed,4,6,No,Bachelor,Teacher,12,35041,18527,2646,No,12771,156,50969,52669,Shopping,5,7,9,9,3,10,0,7,1,High,No,8
12522,Person_221,68,Female,Divorced,1,6,Yes,PhD,Artist,14,42939,11661,4865,Yes,27303,178,90744,10845,Food,6,5,2,1,4,6,4,7,9,Low,No,5
12523,Person_222,21,Male,Single,4,2,Yes,PhD,Artist,26,65757,15898,23729,Yes,17458,63,117286,36059,Travel,2,7,9,5,3,5,4,2,9,Medium,Yes,10
12524,Person_223,21,Male,Widowed,3,10,Yes,Bachelor,Doctor,3,57861,16498,2289,No,18298,131,175483,18394,Shopping,7,9,10,4,7,6,5,3,4,Medium,Yes,5
12525,Person_224,47,Other,Married,1,3,No,High School,Engineer,15,55321,3637,7370,Yes,14340,86,75028,93993,Travel,7,4,9,6,1,7,5,3,9,Low,Yes,7
12526,Person_225,42,Other,Married,3,6,No,Bachelor,Artist,29,65877,88653,13854,Yes,588,155,35421,45906,Food,1,5,9,1,6,6,5,4,10,High,Yes,6
12527,Person_226,56,Male,Married,1,8,No,PhD,Engineer,29,88790,61784,20256,Yes,3231,15,132526,59332,Shopping,4,9,10,6,4,4,3,9,1,High,No,9
12528,Person_227,51,Male,Single,2,1,No,Bachelor,Doctor,35,57206,38457,9677,Yes,6351,62,148594,37305,Food,4,10,10,1,1,9,6,10,5,High,No,7
12529,Person_228,52,Other,Divorced,0,1,Yes,High School,Engineer,2,73715,13271,11343,No,26880,75,38575,42628,Bills,5,4,4,1,1,9,0,1,1,High,No,3
12530,Person_229,20,Female,Single,0,2,Yes,Master,Teacher,21,57904,61612,24074,No,29900,180,3192,21352,Rent,1,5,10,8,5,4,2,7,4,Low,No,5
12531,Person_230,38,Male,Widowed,3,6,Yes,Master,Artist,21,87650,16945,17824,Yes,3838,84,111116,86682,Shopping,1,5,3,2,5,4,4,7,5,Low,No,9
12532,Person_231,21,Other,Married,0,9,No,Bachelor,Engineer,11,14601,24008,765,Yes,1973,108,186340,82971,Rent,7,8,6,10,10,4,4,4,3,Low,No,10
12533,Person_232,63,Female,Single,3,4,Yes,High School,Manager,20,97257,34820,12671,No,14346,16,127874,51993,Bills,9,4,3,6,7,8,6,1,2,Low,Yes,2
12534,Person_233,45,Male,Single,3,3,Yes,Master,Engineer,3,48903,30874,27014,Yes,5044,167,81311,39386,Shopping,1,4,9,6,4,10,1,3,6,Medium,Yes,1
12535,Person_234,51,Female,Divorced,3,8,No,Bachelor,Artist,30,737,49302,16158,No,10247,140,141474,56624,Rent,2,7,3,6,9,6,3,5,3,Medium,No,8
12536,Person_235,25,Other,Divorced,0,10,No,Bachelor,Doctor,30,21369,60112,4092,No,11672,179,80781,57065,Rent,6,5,2,8,4,4,2,2,10,Medium,No,8
12537,Person_236,51,Male,Married,3,9,No,High School,Doctor,22,43832,82798,12975,No,10271,57,36527,85504,Shopping,6,6,8,4,7,9,5,7,1,Low,No,2
12538,Person_237,23,Female,Single,0,5,Yes,PhD,Artist,19,88544,16687,9341,Yes,22487,164,52181,8539,Rent,2,6,6,3,5,5,4,10,5,High,No,8
12539,Person_238,30,Male,Single,3,9,Yes,Bachelor,Teacher,14,10939,19627,28141,Yes,6683,78,91472,1263,Rent,9,6,8,6,5,5,1,10,2,Medium,Yes,5
12540,Person_239,36,Female,Divorced,4,2,No,PhD,Teacher,22,60101,30413,12334,Yes,22221,60,158074,13305,Shopping,4,10,7,4,6,8,0,7,2,Medium,Yes,2
12541,Person_240,57,Other,Single,3,3,Yes,PhD,Doctor,27,80388,8842,16077,No,11244,112,81219,53817,Rent,7,5,3,2,8,6,4,10,4,Low,Yes,7
12542,Person_241,43,Other,Single,1,7,No,Master,Doctor,15,23529,64215,15835,Yes,29058,120,143532,24398,Rent,6,5,8,6,5,6,1,5,4,High,No,7
12543,Person_242,24,Male,Single,3,7,No,PhD,Artist,36,17403,15412,26548,Yes,25827,33,119783,97616,Travel,3,9,10,10,3,10,0,10,4,High,No,3
12544,Person_243,53,Female,Divorced,2,6,Yes,High School,Teacher,20,34328,29314,2666,No,6783,69,161554,75801,Travel,8,8,1,5,6,6,3,6,7,High,No,1
12545,Person_244,25,Male,Married,3,6,No,Master,Doctor,14,74541,71923,25039,Yes,5594,16,147519,49107,Bills,7,4,1,9,2,9,5,1,1,Low,Yes,4
12546,Person_245,41,Male,Widowed,1,2,No,Master,Teacher,16,94202,18900,5968,Yes,28371,19,179300,32152,Travel,9,7,10,6,8,9,6,4,8,High,Yes,2
12547,Person_246,30,Female,Married,1,10,No,Master,Doctor,36,47944,86917,28794,Yes,3822,58,83265,93260,Travel,3,8,8,3,8,10,0,4,10,Medium,Yes,4
12548,Person_247,67,Female,Widowed,0,6,Yes,Bachelor,Engineer,12,81113,375,7641,No,28878,68,50126,30624,Bills,1,9,9,5,3,8,4,8,9,Medium,No,8
12549,Person_248,35,Female,Single,4,4,No,Bachelor,Manager,18,28850,491,18565,Yes,3389,160,20545,99655,Rent,2,5,10,10,8,6,2,2,10,Medium,Yes,2
12550,Person_249,52,Other,Married,3,3,No,PhD,Sales,29,89377,23767,9834,No,5914,101,55114,56132,Rent,1,3,6,8,9,6,0,1,6,Low,Yes,1
12551,Person_250,28,Male,Widowed,0,2,No,Master,Engineer,17,13275,26618,3888,No,18164,119,93740,52979,Travel,5,4,5,9,5,4,2,7,4,High,No,3
12552,Person_251,25,Male,Divorced,4,1,No,Master,Sales,13,5434,3201,840,No,27180,144,188873,58013,Bills,10,10,2,8,5,6,2,6,6,Low,Yes,10
12553,Person_252,35,Other,Divorced,3,5,No,High School,Doctor,35,20635,76354,13873,Yes,3688,56,13890,94925,Rent,2,6,9,3,6,9,0,5,10,High,No,7
12554,Person_253,48,Female,Married,2,2,No,PhD,Manager,35,79632,64844,10846,Yes,14683,82,121284,63797,Food,3,10,6,9,7,4,6,8,7,Low,No,6
12555,Person_254,22,Other,Married,3,2,No,High School,Manager,19,29197,41921,5899,Yes,13080,128,52482,51798,Shopping,8,5,8,3,3,4,6,2,6,Medium,No,6
12556,Person_255,39,Other,Single,1,7,Yes,PhD,Doctor,18,35939,8577,20502,No,9916,12,194469,16650,Shopping,10,9,9,8,5,6,3,2,1,Low,Yes,7
12557,Person_256,55,Other,Married,1,8,Yes,PhD,Doctor,6,61902,28230,565,No,23595,154,132812,26014,Shopping,5,3,9,10,1,5,6,9,5,Low,Yes,8
12558,Person_257,38,Male,Single,2,10,No,Bachelor,Teacher,3,20549,45858,6005,Yes,29677,197,161193,76421,Travel,4,2,8,9,10,7,0,1,8,Low,No,3
12559,Person_258,45,Other,Single,0,8,Yes,Bachelor,Doctor,33,56640,49395,9156,No,27360,186,142290,7434,Shopping,5,6,10,7,5,9,6,6,8,Medium,Yes,3
12560,Person_259,22,Male,Divorced,4,4,Yes,High School,Artist,1,90649,32280,10474,Yes,5037,5,71591,30028,Shopping,10,7,8,4,4,5,1,3,10,Low,No,10
12561,Person_260,38,Male,Divorced,3,1,No,PhD,Doctor,4,93420,72384,9187,Yes,13453,96,88241,66558,Food,6,5,3,10,1,6,5,5,9,Low,Yes,8
12562,Person_261,39,Male,Widowed,1,7,Yes,Master,Artist,9,9225,1110,7226,Yes,28295,93,34722,24331,Rent,7,1,3,9,7,6,2,8,4,Medium,No,7
12563,Person_262,51,Female,Divorced,0,1,No,Bachelor,Doctor,31,39395,59901,9379,Yes,22703,109,49431,67573,Food,9,3,2,3,1,5,5,7,10,High,No,10
12564,Person_263,26,Male,Divorced,2,4,No,Master,Teacher,12,87590,43214,5890,Yes,26253,150,182615,74292,Travel,1,3,1,3,8,6,4,4,6,Low,Yes,5
12565,Person_264,60,Male,Married,1,8,No,High School,Artist,38,77472,42492,13113,Yes,8640,137,42000,46326,Shopping,4,4,4,2,10,9,2,8,7,Medium,No,4
12566,Person_265,52,Female,Divorced,2,2,No,Bachelor,Engineer,4,97047,18056,4311,Yes,29263,50,71975,82979,Rent,9,10,2,10,2,10,4,10,5,Low,No,6
12567,Person_266,59,Male,Widowed,3,6,No,Bachelor,Artist,9,95320,77405,11446,No,81,146,30921,99728,Shopping,5,6,2,3,10,4,1,2,8,Medium,No,9
12568,Person_267,58,Other,Married,4,6,Yes,PhD,Teacher,9,25018,66966,24120,Yes,6278,50,99265,4123,Shopping,8,5,5,1,5,8,1,7,3,High,No,6
12569,Person_268,37,Other,Widowed,1,9,No,High School,Sales,37,48938,60161,8848,No,16078,86,88747,16603,Travel,1,1,4,4,6,6,5,5,8,High,No,8
12570,Person_269,59,Male,Divorced,1,5,Yes,PhD,Artist,26,83106,57180,19366,No,23383,67,161686,65941,Shopping,4,6,1,8,9,6,1,6,5,Low,Yes,1
12571,Person_270,20,Female,Widowed,3,10,No,Bachelor,Doctor,20,89886,6854,25689,Yes,15536,83,192261,42597,Bills,9,9,9,5,7,5,0,3,1,Medium,Yes,6
12572,Person_271,30,Other,Married,0,4,No,High School,Doctor,7,24986,18981,6083,No,17790,41,17601,63238,Rent,1,1,4,2,6,4,2,10,6,High,No,2
12573,Person_272,47,Female,Single,4,5,No,Bachelor,Sales,0,27636,56871,12598,No,7410,56,93332,84238,Rent,1,8,5,3,5,5,4,7,2,High,Yes,3
12574,Person_273,44,Female,Widowed,1,10,Yes,High School,Teacher,27,98266,47083,16940,No,15926,195,123254,42719,Bills,4,8,7,1,6,10,6,7,7,Medium,No,6
12575,Person_274,69,Other,Widowed,4,5,No,Bachelor,Manager,38,59799,31118,19403,Yes,15500,165,151586,91786,Travel,3,3,2,2,4,9,5,2,9,Low,No,2
12576,Person_275,42,Female,Married,1,8,No,Master,Doctor,13,4710,15406,26880,Yes,1480,61,198684,41751,Shopping,7,9,8,1,1,5,5,1,3,High,No,4
12577,Person_276,50,Other,Married,4,10,No,Master,Engineer,20,63655,12889,2580,Yes,9271,6,119004,86978,Shopping,3,8,2,2,9,6,1,10,10,High,No,6
12578,Person_277,49,Female,Widowed,2,8,No,PhD,Teacher,29,73406,84365,24530,Yes,3598,111,147364,17693,Rent,1,3,10,3,5,4,1,2,4,High,No,5
12579,Person_278,61,Other,Divorced,1,2,Yes,Master,Artist,20,7536,37568,13844,Yes,15032,198,162582,89541,Travel,10,10,5,1,8,9,4,8,4,Low,Yes,6
12580,Person_279,54,Male,Widowed,4,7,No,Bachelor,Artist,8,39510,34419,24627,No,7993,177,28000,37697,Travel,2,5,2,9,7,6,2,10,4,High,Yes,6
12581,Person_280,26,Other,Married,0,8,Yes,Bachelor,Engineer,16,68059,16147,9553,No,29090,179,130439,94524,Travel,10,3,2,10,8,9,2,3,3,Medium,Yes,8
12582,Person_281,35,Other,Single,2,6,No,Master,Doctor,4,73376,71497,9386,Yes,20567,25,119277,97869,Shopping,4,5,4,5,1,6,5,4,5,Low,Yes,9
12583,Person_282,45,Other,Single,2,5,Yes,PhD,Teacher,30,80327,79469,20403,No,20064,153,30383,29992,Travel,1,9,4,8,9,6,4,8,9,High,Yes,5
12584,Person_283,67,Other,Divorced,0,9,Yes,Master,Engineer,39,59127,75262,19522,No,10895,18,142857,63825,Bills,1,4,8,5,1,6,5,3,8,Medium,Yes,6
12585,Person_284,68,Female,Widowed,4,3,No,High School,Doctor,37,56106,76698,26224,No,15367,8,40910,9522,Food,8,6,6,8,3,8,6,6,10,Medium,No,6
12586,Person_285,21,Male,Single,3,10,No,High School,Teacher,18,7920,35140,14635,No,7644,60,170100,45406,Travel,7,3,10,7,8,7,3,2,2,Low,Yes,6
12587,Person_286,20,Other,Widowed,0,4,Yes,High School,Artist,35,81393,72237,671,Yes,20694,19,155927,12121,Food,8,3,8,4,1,4,2,3,9,Medium,No,2
12588,Person_287,67,Female,Married,4,9,No,Master,Teacher,32,71195,27867,777,Yes,11948,105,24281,14219,Shopping,4,5,7,7,1,10,4,1,10,Low,No,4
12589,Person_288,31,Male,Single,0,6,No,Master,Sales,12,50258,5195,21311,Yes,18142,49,113838,1617,Travel,6,8,10,6,6,8,6,9,2,Low,Yes,1
12590,Person_289,24,Male,Divorced,0,8,No,Master,Manager,13,74666,70204,26855,No,2599,80,4841,43016,Rent,3,8,4,3,5,7,4,4,7,Low,Yes,1
12591,Person_290,56,Male,Married,1,7,Yes,High School,Teacher,32,1961,4336,3022,No,22000,149,97204,50672,Shopping,8,3,2,9,6,9,5,6,5,Medium,No,1
12592,Person_291,51,Male,Divorced,4,2,No,PhD,Manager,28,65222,52191,18244,Yes,5813,140,60155,24276,Bills,4,8,9,10,3,7,1,7,7,Low,No,7
12593,Person_292,28,Other,Married,3,3,No,Bachelor,Teacher,35,75711,44653,19523,Yes,27126,139,157990,99887,Bills,3,8,2,9,10,7,4,2,5,Low,No,1
12594,Person_293,60,Other,Single,1,1,No,Master,Manager,9,79898,28554,13817,No,3853,9,56313,72240,Food,4,3,1,5,10,8,5,8,6,Medium,No,6
12595,Person_294,54,Female,Divorced,0,9,Yes,PhD,Sales,30,75292,81787,14260,Yes,27322,64,111688,55735,Food,6,10,8,8,6,4,0,9,8,Low,No,2
12596,Person_295,38,Female,Divorced,0,7,No,Bachelor,Artist,5,94543,25766,1074,Yes,18676,157,148515,17959,Rent,7,10,10,7,2,5,1,10,1,High,Yes,6
12597,Person_296,67,Female,Married,0,1,Yes,Bachelor,Doctor,0,41964,3267,9908,No,1501,7,163322,28522,Rent,7,2,9,9,8,7,1,2,1,Medium,Yes,6
12598,Person_297,35,Male,Divorced,4,3,No,Bachelor,Manager,6,89729,51264,9475,No,28980,148,132994,56087,Bills,4,10,1,7,6,5,2,5,5,Medium,No,3
12599,Person_298,22,Male,Married,4,4,Yes,PhD,Sales,26,8814,72577,12878,Yes,8422,21,31976,9953,Travel,8,2,7,4,4,5,3,2,1,Medium,No,8
12600,Person_299,39,Other,Married,1,4,No,PhD,Manager,20,92715,53477,15120,No,7550,17,143063,26567,Bills,7,9,2,4,4,6,2,5,3,High,No,4
12601,Person_300,43,Male,Married,3,5,No,High School,Artist,27,605,87863,23147,Yes,4250,193,104405,60523,Bills,2,7,6,8,7,5,0,7,10,Low,No,7
12602,Person_301,52,Male,Married,1,3,Yes,PhD,Manager,15,29602,84672,1986,No,25774,175,53744,62708,Rent,8,6,5,6,3,9,5,6,9,Medium,No,4
12603,Person_302,43,Male,Single,2,3,Yes,PhD,Sales,22,40653,4682,10825,No,6991,171,153805,22560,Food,9,7,1,9,3,9,1,4,7,Medium,No,1
12604,Person_303,30,Female,Married,0,1,Yes,PhD,Sales,19,62675,73513,9193,Yes,16498,8,2473,58390,Rent,5,8,2,10,6,6,1,2,6,Medium,No,6
12605,Person_304,68,Female,Widowed,0,7,No,Bachelor,Engineer,37,20833,80870,22711,No,25989,194,139180,68149,Rent,4,1,2,7,9,4,6,7,8,High,No,5
12606,Person_305,27,Other,Divorced,0,10,No,Master,Artist,24,5982,50622,17430,Yes,4406,53,28715,36660,Rent,4,8,10,7,1,10,4,10,8,High,Yes,9
12607,Person_306,55,Male,Widowed,1,1,No,High School,Engineer,27,15892,86034,2176,No,25568,25,163282,45104,Bills,4,3,10,4,5,4,3,9,6,High,No,9
12608,Person_307,57,Male,Single,1,2,No,Master,Artist,4,66404,18600,18722,Yes,18731,93,37317,57805,Travel,6,3,6,3,1,9,3,1,4,Low,No,8
12609,Person_308,59,Other,Widowed,0,4,Yes,Master,Manager,20,71065,87464,10047,No,1041,99,65516,24496,Bills,4,6,1,8,1,10,4,3,4,Low,Yes,7
